MSOA,Median_HP,Borough,Inner,Area,Political,Pop_Density,Aged_65Plus,OnePerson_HH,Born_UK,Owned,Unemployed,Obesity,Female_LE
E02000749,202500,Newham,Inner,East,Labour,5828,7.88,29.65,57.85,22.9,11.69,29.2,74.7
E02000750,246500,Newham,Inner,East,Labour,3332,3.88,30.64,51.74,25.5,8.15,22.8,82
E02000751,387000,Redbridge,Outer,East,Other,3397,20.89,30.02,81.16,81.4,3.7,18.5,82.6
E02000752,218000,Redbridge,Outer,East,Other,1399,15.12,33.73,78,54.5,9.4,30.1,84.5
E02000753,216500,Redbridge,Outer,East,Other,8097,13.45,28.18,77.65,61.9,8.11,26.4,82.8
E02000754,307500,Redbridge,Outer,East,Other,5334,12.9,28.69,76.83,68.5,5.97,23.7,86.1
E02000755,248500,Redbridge,Outer,East,Other,3881,14.99,29.47,80.26,71.3,6.69,26.6,84.3
E02000756,260000,Redbridge,Outer,East,Other,3567,13.43,28.19,74.89,69.7,6.44,27.5,81.9
E02000757,285000,Redbridge,Outer,East,Other,7985,12.16,32.02,77.88,62.2,4.52,17,83.9
E02000758,281000,Redbridge,Outer,East,Other,5250,16.35,23.76,69.66,75,7.98,25.2,84.5
E02000759,315000,Redbridge,Outer,East,Other,5262,10.75,26.81,71.78,64.1,6.6,22.4,83.2
E02000760,262500,Redbridge,Outer,East,Other,6786,15.46,26.79,71.11,63.8,7.71,26.2,83.1
E02000762,327000,Redbridge,Outer,East,Other,7956,16.44,21.95,62.16,81.4,6.78,21.1,85.9
E02000763,250000,Redbridge,Outer,East,Other,902,12.17,23.1,63.09,66.8,7.47,24.3,88.5
E02000764,276000,Redbridge,Outer,East,Other,6052,17.52,39.6,72.8,62.1,4.29,15.9,84.7
E02000765,284995,Redbridge,Outer,East,Other,8836,14.13,22.56,56.89,68.4,6.89,21.2,84.5
E02000767,267500,Redbridge,Outer,East,Other,8770,12.78,22.52,60.28,64,7.28,23,80.9
E02000768,421250,Redbridge,Outer,East,Other,3334,15.54,26.96,76.5,74,4.28,18.2,83.1
E02000769,240000,Redbridge,Outer,East,Other,9654,10.16,25.72,68.36,65.3,7.91,27.8,82.4
E02000770,264262.5,Redbridge,Outer,East,Other,6555,10.41,22.19,52.39,62.7,7.69,21.5,84.2
E02000772,250000,Redbridge,Outer,East,Other,5897,8.83,22.46,54.82,56.6,9.39,22,79.8
E02000773,296500,Redbridge,Outer,East,Other,9966,8.1,16.64,52.5,59.4,8.84,22.3,84.6
E02000774,250000,Redbridge,Outer,East,Other,10823,9.81,20.24,49.72,57.6,10.19,21.6,82.7
E02000776,270000,Redbridge,Outer,East,Other,10848,9.35,23.19,53.53,58.6,9.44,19.1,84.6
E02000777,445000,Redbridge,Outer,East,Other,1690,14.78,30.61,77.9,69.2,5.3,18.7,83.1
E02000779,250000,Redbridge,Outer,East,Other,8993,8.1,29.75,46.6,38.3,11.83,20.1,83
E02000780,200000,Redbridge,Outer,East,Other,11962,7.38,18.43,44.41,45.4,10.47,23.4,82.6
E02000781,250000,Redbridge,Outer,East,Other,7533,11.67,19.64,58.91,71.7,8.35,23.1,82.8
E02000782,190000,Redbridge,Outer,East,Other,13766,7.12,20.52,44.53,39.9,13.36,23.1,79.5
E02000783,215000,Redbridge,Outer,East,Other,13031,7.68,20.62,49.7,42.6,12.82,25.6,79.9
E02006800,216000,Redbridge,Outer,East,Other,8280,7.85,23.57,53.73,57.3,9.84,22.8,80.8
E02006924,327500,Redbridge,Outer,East,Other,5340,12.94,21.37,55.5,68.3,8.04,18.3,82.1
E02006925,345000,Redbridge,Outer,East,Other,5367,14.59,16.65,61.23,80.8,6.34,20.1,85
E02000784,727555,Richmond upon Thames,Outer,West,Conservative,3904,15.23,30.61,67.82,57.5,4.49,13,86.6
E02000785,623000,Richmond upon Thames,Outer,West,Conservative,2384,16.26,34.08,71.54,63.9,3.66,11.2,86.6
E02000786,542500,Richmond upon Thames,Outer,West,Conservative,6025,12.32,35.66,74.37,58.1,4.3,13.5,84.1
E02000787,445000,Richmond upon Thames,Outer,West,Conservative,6259,12.6,34.38,69.05,51.5,4.85,14.2,85.6
E02000788,628750,Richmond upon Thames,Outer,West,Conservative,8172,13.05,30.2,75.95,66.5,3.06,13.1,86.6
E02000789,499999,Richmond upon Thames,Outer,West,Conservative,3419,14.74,41.57,69.35,50.2,3.47,12.9,84.4
E02000790,560000,Richmond upon Thames,Outer,West,Conservative,7928,9.36,29.32,77.49,67.6,2.61,11.9,85
E02000791,537000,Richmond upon Thames,Outer,West,Conservative,5690,14.4,42.33,63.42,50.4,3.06,10.9,88.4
E02000792,545000,Richmond upon Thames,Outer,West,Conservative,5654,14.42,37.71,71.66,58.8,3.58,12.7,81.6
E02000793,332000,Richmond upon Thames,Outer,West,Conservative,6138,15.98,26.53,76.05,70.5,4.67,21,83.8
E02000794,390000,Richmond upon Thames,Outer,West,Conservative,4600,12.99,26.5,76.74,74.1,3.54,15.2,87.3
E02000795,826000,Richmond upon Thames,Outer,West,Conservative,555,18.81,28.1,73.98,75,3.87,13.8,89
E02000796,315000,Richmond upon Thames,Outer,West,Conservative,5421,15.35,25.4,73.37,65.3,6.17,22.3,84.6
E02000797,391500,Richmond upon Thames,Outer,West,Conservative,7836,9.55,36.24,79.21,62.1,2.84,12.2,84.2
E02000798,366000,Richmond upon Thames,Outer,West,Conservative,4385,12.14,27.78,78.89,71.7,3.87,17.4,86.1
E02000799,442500,Richmond upon Thames,Outer,West,Conservative,5088,12.02,30.98,80.76,71.5,2.67,13.3,83.8
E02000800,356625,Richmond upon Thames,Outer,West,Conservative,2868,15.09,31.17,70.89,60.1,7.34,17.5,85.4
E02000801,459000,Richmond upon Thames,Outer,West,Conservative,6741,11.71,32.57,83.32,72.6,2.97,14.5,87.2
E02000802,427500,Richmond upon Thames,Outer,West,Conservative,4742,14.93,31.69,83.36,71.3,3.51,15.5,83
E02000803,315000,Richmond upon Thames,Outer,West,Conservative,4791,16.78,32.84,79.91,62.1,4.97,18.5,85.8
E02000804,435000,Richmond upon Thames,Outer,West,Conservative,1908,14.34,35.9,81.65,63.2,3.57,13.3,83.4
E02000805,382250,Richmond upon Thames,Outer,West,Conservative,3797,13.59,36.88,79.75,62.3,4.29,13.9,85
E02000806,370000,Richmond upon Thames,Outer,West,Conservative,1461,16.66,29.08,83.3,68.2,3.7,17.4,84.6
E02000807,338500,Southwark,Inner,Central,Labour,12377,5.07,30.15,55.72,40.6,4.85,15.8,85.8
E02000808,535000,Southwark,Inner,Central,Labour,8828,7.07,41.3,59.69,23.9,6.03,16.4,91
E02000809,490500,Southwark,Inner,Central,Labour,15887,3.76,37.43,58.49,33.2,3.96,16.1,93.3
E02000810,355000,Southwark,Inner,Central,Labour,14438,7.47,36.91,62.13,21.8,8.8,23.8,80.5
E02000812,312500,Southwark,Inner,Central,Labour,14887,7.03,36.26,57.68,20.7,7.6,22.2,81.7
E02000813,305000,Southwark,Inner,Central,Labour,9851,8.44,35.02,58.89,20.4,9.01,23,82.8
E02000814,309250,Southwark,Inner,Central,Labour,8951,5.45,31.91,55.19,36,5.2,15.5,79.8
E02000815,415000,Southwark,Inner,Central,Labour,15251,4.36,32,53.96,20.7,5.55,17.9,87.7
E02000816,215000,Southwark,Inner,Central,Labour,12226,8.21,35.36,62.65,22.8,9.88,25.1,82.3
E02000817,228250,Southwark,Inner,Central,Labour,9802,12.17,38.63,63.34,12.9,11.79,25.2,81.1
E02000818,261500,Southwark,Inner,Central,Labour,12817,9.55,35.41,59.12,16.9,8.99,23.8,82.9
E02000819,248975,Southwark,Inner,Central,Labour,16126,7.21,36.31,57.1,17,9.58,24.7,84.7
E02000820,315000,Southwark,Inner,Central,Labour,19738,7.46,37.83,58.09,22.2,9.19,23.8,82.4
E02000821,219000,Southwark,Inner,Central,Labour,11669,7.52,28.83,52.96,13.5,12.43,27.3,84.2
E02000822,238250,Southwark,Inner,Central,Labour,16559,6.79,33.06,54.26,11,12.01,29.5,82.5
E02000823,310000,Southwark,Inner,Central,Labour,12236,8.54,32.58,56.63,25.1,9.17,24.4,84
E02000824,207500,Southwark,Inner,Central,Labour,10062,7.68,30.12,52.72,14.2,13.22,30.9,84.3
E02000825,197000,Southwark,Inner,Central,Labour,18159,5.96,26.77,51.77,15.8,12.32,33.9,77.1
E02000826,204000,Southwark,Inner,Central,Labour,16568,7.62,33.88,57.48,23.5,10.35,26.5,79.3
E02000827,290000,Southwark,Inner,Central,Labour,15334,7.22,36.25,50.44,14.2,10.34,27.1,79.1
E02000828,209950,Southwark,Inner,Central,Labour,13495,6.85,30.5,51.39,20.2,12.51,30.2,83.1
E02000829,271000,Southwark,Inner,Central,Labour,13697,8.36,36.53,56.61,26.8,11.91,28.5,79.5
E02000830,315000,Southwark,Inner,Central,Labour,10767,8.23,33.94,65.67,40.9,7.04,19.3,82.3
E02000831,350000,Southwark,Inner,Central,Labour,11913,8.09,32.77,66.06,38.8,7.06,21.3,82.8
E02000832,289835,Southwark,Inner,Central,Labour,11930,9.94,35.53,64.13,28.3,9.16,27.7,81.8
E02000833,247500,Southwark,Inner,Central,Labour,9438,6.98,28.79,60.55,33.9,8.21,22.5,89.8
E02000834,425000,Southwark,Inner,Central,Labour,7640,8.29,35.68,72.67,43.9,5.17,17.4,86.5
E02000835,318000,Southwark,Inner,Central,Labour,4978,8.78,27.99,70.25,51.1,8.54,22.1,84.9
E02000836,480000,Southwark,Inner,Central,Labour,10976,9.1,26.59,75.05,57.2,4.92,16.8,84.8
E02000837,717500,Southwark,Inner,Central,Labour,3785,11.76,21.7,78.76,68.1,3.55,12,84
E02000838,315000,Southwark,Inner,Central,Labour,8705,9.34,29.83,72.98,51.7,5.96,19.7,84.2
E02000839,268000,Southwark,Inner,Central,Labour,2949,13.21,31.06,69.57,53.4,6.67,18.4,87.1
E02006802,342500,Southwark,Inner,Central,Labour,11145,6.87,38.12,59.07,24,9.1,18.2,87.8
E02000840,200500,Sutton,Outer,South,Other,6141,9.86,29.1,80,42.2,8.29,29.5,82.1
E02000841,202000,Sutton,Outer,South,Other,7718,10.41,28.01,76.14,43.2,8.49,27.4,82.3
E02000842,250000,Sutton,Outer,South,Other,4730,16.13,23.17,79.95,83,3.77,26.2,85.7
E02000843,178997.5,Sutton,Outer,South,Other,5948,10.94,35.04,81.87,64.7,5.83,25.5,83.9
E02000844,236500,Sutton,Outer,South,Other,7823,12.25,28.55,83.56,65.6,6.17,28,84.1
E02000845,295000,Sutton,Outer,South,Other,6185,11.12,24.34,77.7,73.3,4.49,24.9,85
E02000846,250000,Sutton,Outer,South,Other,5232,17.28,24.08,79.4,79.2,4.48,24.3,82.1
E02000847,274950,Sutton,Outer,South,Other,5783,20.34,27.86,82.88,85.1,4.2,22.4,85.1
E02000848,274250,Sutton,Outer,South,Other,6839,14.82,21.17,85.08,88.1,3.45,25.9,90.3
E02000849,250000,Sutton,Outer,South,Other,6419,13.5,29.91,84.17,68.6,5.45,25.1,79.4
E02000850,247650,Sutton,Outer,South,Other,2097,13.82,25.44,83.44,79.9,5,24.8,84.4
E02000851,181000,Sutton,Outer,South,Other,7591,14.3,43.83,71.8,47.5,7.17,21.7,81
E02000852,240000,Sutton,Outer,South,Other,7938,12.48,30.13,81.52,74.7,5.34,22.4,83.8
E02000853,250000,Sutton,Outer,South,Other,6183,12.33,29.65,79.24,71.7,5.1,23.3,83.4
E02000854,287500,Sutton,Outer,South,Other,4420,14.95,29.13,86.24,74.5,4.44,19.9,84.2
E02000855,365000,Sutton,Outer,South,Other,4233,17.66,25.27,83.87,81.3,3.46,20.1,84.2
E02000856,197995,Sutton,Outer,South,Other,6781,14.89,33.73,80.9,70.7,4.55,19.5,85
E02000857,205000,Sutton,Outer,South,Other,7947,16.22,46.48,67.89,55.8,4.98,16.5,81.2
E02000858,210000,Sutton,Outer,South,Other,5136,10.62,33.26,80.5,33,9.53,26.5,82.6
E02000859,234000,Sutton,Outer,South,Other,4835,20.04,32.99,83.32,71.8,4.99,21.4,84
E02000860,174000,Sutton,Outer,South,Other,9036,14.92,48.15,69.7,44.9,5.34,18.8,81.1
E02000861,423750,Sutton,Outer,South,Other,2928,18.98,17.93,83.29,87.9,3.32,18.3,86.1
E02000863,410000,Sutton,Outer,South,Other,956,18.38,20.27,83.37,83.3,4.52,22.3,82.7
E02006836,370000,Sutton,Outer,South,Other,2510,21.59,23.94,78.8,84,3.21,17.9,84
E02000864,265000,Tower Hamlets,Inner,East,Labour,6714,9.76,34.89,69.36,18.6,11.55,24.7,78.8
E02000865,283000,Tower Hamlets,Inner,East,Labour,15864,7.44,35.61,62.5,17.3,11.54,22,83.1
E02000866,367500,Tower Hamlets,Inner,East,Labour,8513,8.4,31.13,70.73,34.1,7.73,18,80.2
E02000867,264000,Tower Hamlets,Inner,East,Labour,12596,5.25,33.5,65.77,26,6.68,18.7,81.6
E02000868,327500,Tower Hamlets,Inner,East,Labour,19073,6.6,32.47,59.97,26.2,7.66,18.5,77.9
E02000869,385000,Tower Hamlets,Inner,East,Labour,17757,8.58,37.99,60.44,27.5,9.41,19.3,78.6
E02000870,268000,Tower Hamlets,Inner,East,Labour,16471,7.81,32.93,65,26.5,9.6,19.8,79.7
E02000871,245000,Tower Hamlets,Inner,East,Labour,13824,5.91,31.28,55.56,15.7,13.34,24.9,81.1
E02000872,356500,Tower Hamlets,Inner,East,Labour,17118,5.57,33.97,57.47,21.7,9.22,20.8,84.7
E02000873,305750,Tower Hamlets,Inner,East,Labour,17514,5.54,31.91,55.18,23.7,10.06,19.3,83.5
E02000874,286000,Tower Hamlets,Inner,East,Labour,20674,5.91,34.84,55.35,18.6,11.3,22.1,81
E02000875,249995,Tower Hamlets,Inner,East,Labour,15340,4.82,31.39,58.45,16.1,13.53,23.9,84.8
E02000876,249997.5,Tower Hamlets,Inner,East,Labour,13463,4.51,37.02,53.66,23.7,10.76,17.9,86.3
E02000877,250000,Tower Hamlets,Inner,East,Labour,12758,5.81,27,55.54,19,13.59,21,78.2
E02000878,400000,Tower Hamlets,Inner,East,Labour,16864,5.52,37.62,49.33,25.7,10.85,18.1,80.5
E02000879,355000,Tower Hamlets,Inner,East,Labour,17583,10.31,36.08,59.04,24.3,10.01,18.4,81.8
E02000880,250000,Tower Hamlets,Inner,East,Labour,15847,6.75,34.55,53.81,24.1,9.83,17.2,78.9
E02000881,245000,Tower Hamlets,Inner,East,Labour,9977,5.8,30.39,60.91,21.9,14.99,24.4,80.6
E02000882,280775,Tower Hamlets,Inner,East,Labour,15116,6.6,30.72,61.19,14.8,14.44,20.5,81.2
E02000883,207500,Tower Hamlets,Inner,East,Labour,17233,7.96,32.08,60.11,15.2,15.92,25.1,81.4
E02000884,330039,Tower Hamlets,Inner,East,Labour,17162,4.67,34.34,49.52,18.5,7.47,16,83.1
E02000885,242500,Tower Hamlets,Inner,East,Labour,20414,8.68,34.2,55.72,16.8,13.29,21.6,81.3
E02000886,315000,Tower Hamlets,Inner,East,Labour,15195,5.86,35.86,54.55,32.5,8.19,17,80.5
E02000887,238500,Tower Hamlets,Inner,East,Labour,15266,6.55,29.95,57.61,19.4,13,24.3,78
E02000888,345000,Tower Hamlets,Inner,East,Labour,15903,4.67,34.48,54.17,27.4,8.58,17.2,79.9
E02000889,305000,Tower Hamlets,Inner,East,Labour,11917,5.65,38.62,57.35,33,6.92,15.3,80.4
E02000890,476250,Tower Hamlets,Inner,East,Labour,10439,7.25,45.88,59.88,46.2,3.85,12.9,83.8
E02000891,360000,Tower Hamlets,Inner,East,Labour,8825,3.34,35.35,46.97,23.5,7.36,16.6,84.8
E02000893,265000,Tower Hamlets,Inner,East,Labour,9698,7.24,34.51,59.74,30.9,8.14,17.4,82.5
E02000894,330000,Tower Hamlets,Inner,East,Labour,19531,3.87,34.28,51.03,33,6.71,14,85.5
E02006853,326805,Tower Hamlets,Inner,East,Labour,15504,4.2,41.05,47.79,21.6,9.07,16.6,86.5
E02006854,410000,Tower Hamlets,Inner,East,Labour,7104,2.68,41.36,42.44,26.1,5.12,16.6,86.5
E02000895,250000,Waltham Forest,Outer,East,Labour,3615,22.54,31.92,82.91,66.7,7.3,26.4,83.9
E02000896,273000,Waltham Forest,Outer,East,Labour,3110,19.27,34.43,86.98,72.8,5.84,21.5,82.6
E02000897,235000,Waltham Forest,Outer,East,Labour,4326,17.19,32.77,82.88,59.4,7.89,25.8,80.8
E02000898,275000,Waltham Forest,Outer,East,Labour,5023,16.94,28.91,83.23,67.3,7.26,23.4,83
E02000899,250000,Waltham Forest,Outer,East,Labour,6615,16.43,28.06,78.04,74.7,6.53,26.2,83.6
E02000900,240750,Waltham Forest,Outer,East,Labour,5252,12.54,26.52,72.8,65.8,8.05,26.3,80.2
E02000901,250000,Waltham Forest,Outer,East,Labour,5502,13.61,26.01,83.54,73.5,5.61,23.6,83
E02000902,233500,Waltham Forest,Outer,East,Labour,6803,10.67,28.57,70.54,61.5,8.39,27.6,85.8
E02000903,230000,Waltham Forest,Outer,East,Labour,4670,8.93,26.2,62.21,43,11.91,26.4,83.3
E02000904,249999.5,Waltham Forest,Outer,East,Labour,5762,8.61,24.83,65.07,61.3,8.38,25.5,83.9
E02000905,250000,Waltham Forest,Outer,East,Labour,9424,8.75,26.52,59.97,53.1,7.86,23.9,84.4
E02000906,220000,Waltham Forest,Outer,East,Labour,15216,7.75,29.43,57.87,47.4,8.52,20.9,81.3
E02000907,250000,Waltham Forest,Outer,East,Labour,11460,9.34,36.6,59.1,30.4,14.72,23.9,80.5
E02000908,218497.5,Waltham Forest,Outer,East,Labour,4683,7.03,34.66,55.08,43.6,7.01,21.6,83
E02000909,312500,Waltham Forest,Outer,East,Labour,6365,8.88,32.7,64.72,51.8,6.87,20.1,82.4
E02000910,267175,Waltham Forest,Outer,East,Labour,13836,8.2,31.14,52.65,46.3,7.98,18.9,80.4
E02000911,217250,Waltham Forest,Outer,East,Labour,12624,6.92,31.54,52.24,40.6,8.56,20.2,78.3
E02000912,246500,Waltham Forest,Outer,East,Labour,3730,9.51,26.82,56.26,46.7,8.64,23.8,80.4
E02000913,272250,Waltham Forest,Outer,East,Labour,8400,10.41,26.15,55.55,55.4,8.05,21.2,81.5
E02000914,199000,Waltham Forest,Outer,East,Labour,15581,8.31,31.85,49.07,31.2,11.58,25.3,77.1
E02000915,237500,Waltham Forest,Outer,East,Labour,5934,8.26,31.98,59.91,44.4,8.78,18.2,78.6
E02000916,192000,Waltham Forest,Outer,East,Labour,4289,7.08,28.89,50.99,46.8,9.08,24.7,80.5
E02000917,212500,Waltham Forest,Outer,East,Labour,13736,6.97,28.18,50.5,44.9,7.52,22.5,82.1
E02000918,295000,Waltham Forest,Outer,East,Labour,11059,7.18,30.18,55.79,38.1,9.01,20.6,81.9
E02000919,235000,Waltham Forest,Outer,East,Labour,16714,7.87,25.64,45.2,45.7,8.18,22.5,81.7
E02000920,232500,Waltham Forest,Outer,East,Labour,5545,7.22,29.38,48.05,33.3,10.33,24.5,80.1
E02000921,226750,Waltham Forest,Outer,East,Labour,13301,7.2,29.48,51.82,27.2,12.02,24.1,81.8
E02000922,226000,Waltham Forest,Outer,East,Labour,16402,7.01,26.44,49.68,43.7,8.99,25.8,78.2
E02000923,495000,Wandsworth,Inner,South,Conservative,7270,12.75,39.87,60.22,50.4,3.93,12.1,78.9
E02000924,383250,Wandsworth,Inner,South,Conservative,5738,7.42,40.93,53.86,25.5,7.35,22,84.3
E02000925,410000,Wandsworth,Inner,South,Conservative,17997,9.14,36.11,62.07,29.5,8.02,18.6,81.2
E02000926,436650,Wandsworth,Inner,South,Conservative,14479,8.87,37.5,61.13,41.2,5,15.3,80.2
E02000927,455000,Wandsworth,Inner,South,Conservative,15548,9.82,35.25,73.36,33.2,5.54,16.4,80.5
E02000928,650000,Wandsworth,Inner,South,Conservative,8889,10.88,29.19,73.33,58.9,3.42,12.1,84.8
E02000929,250000,Wandsworth,Inner,South,Conservative,17963,10.28,37.24,58.02,21.7,10.14,25.3,84.5
E02000930,480000,Wandsworth,Inner,South,Conservative,12388,5.89,30.37,66.29,41.9,3.73,12.6,81
E02000931,580000,Wandsworth,Inner,South,Conservative,11139,6.16,27.46,70.89,57.6,2.51,10.9,86.6
E02000932,440000,Wandsworth,Inner,South,Conservative,8131,7.22,32.11,63.05,47.3,2.59,11,86.9
E02000933,435000,Wandsworth,Inner,South,Conservative,7999,12.68,32.72,65.88,54.9,3.26,12.4,87
E02000934,470000,Wandsworth,Inner,South,Conservative,11949,5.98,33.78,68.7,41.3,3.83,14,80.3
E02000935,249950,Wandsworth,Inner,South,Conservative,4906,10.18,34.81,64.28,22.3,9.54,17.3,82.1
E02000936,400000,Wandsworth,Inner,South,Conservative,9431,12.63,38.21,59.34,44.2,3.93,12.2,84.3
E02000937,594700,Wandsworth,Inner,South,Conservative,6397,6.75,27.86,74.81,57.9,3.37,12.4,87.7
E02000938,431000,Wandsworth,Inner,South,Conservative,5562,13.35,35.49,62.29,42.4,6.21,16.3,80.3
E02000939,999950,Wandsworth,Inner,South,Conservative,11033,10.31,23.02,73.93,65.9,2.98,11.2,81.9
E02000940,309000,Wandsworth,Inner,South,Conservative,11241,7.69,33.17,61.14,36.7,5.15,18.8,86.9
E02000941,435500,Wandsworth,Inner,South,Conservative,9492,7.84,28.99,73.51,56.4,3.9,13.6,82
E02000942,500000,Wandsworth,Inner,South,Conservative,9130,10.39,25.75,64.48,61.1,2.99,12.3,87.4
E02000943,500000,Wandsworth,Inner,South,Conservative,11864,7.42,32.17,70.98,49.2,4.26,13.1,84
E02000944,250000,Wandsworth,Inner,South,Conservative,12008,9.01,31.06,56.54,33,5.81,18.5,76.5
E02000945,222500,Wandsworth,Inner,South,Conservative,3547,10.55,32.81,59.42,31.6,7.12,19.9,80
E02000946,370000,Wandsworth,Inner,South,Conservative,7852,7.43,28.18,66.44,47.7,5.88,18.8,83.2
E02000947,474000,Wandsworth,Inner,South,Conservative,9994,8.47,30.73,67.44,58.6,3.14,12.8,83.9
E02000948,390750,Wandsworth,Inner,South,Conservative,7326,7.63,31.58,70.27,46.8,3.66,13.2,84
E02000949,520000,Wandsworth,Inner,South,Conservative,6822,9.3,31.51,74.54,57.7,2.9,12.4,78.1
E02000950,295000,Wandsworth,Inner,South,Conservative,8579,10.44,31.58,55.44,50.1,5.61,13.9,83.5
E02000951,390000,Wandsworth,Inner,South,Conservative,13116,8.51,34.62,69.64,45.2,5.14,14.7,83.6
E02000952,405000,Wandsworth,Inner,South,Conservative,10652,8.2,32.87,69.87,43.6,5.28,14.2,86.1
E02000953,430000,Wandsworth,Inner,South,Conservative,10562,6.28,36.97,67.87,47.7,3.48,14.4,85.5
E02000954,416250,Wandsworth,Inner,South,Conservative,13977,10.18,23.18,57.47,54.7,5.87,14.4,84.8
E02000955,347500,Wandsworth,Inner,South,Conservative,11765,10.71,25.84,57.57,43.1,7.38,17.7,82.2
E02000956,277500,Wandsworth,Inner,South,Conservative,8909,7.56,30.4,55.78,31.8,7.5,15.2,79
E02000957,295000,Wandsworth,Inner,South,Conservative,14576,8.64,28.15,54.37,42.9,5.72,16.1,85
E02000958,350000,Wandsworth,Inner,South,Conservative,9501,10.94,28.49,65.99,61.4,6.04,17.5,82.5
E02000959,249000,Wandsworth,Inner,South,Conservative,14570,8.4,33.83,60.13,46.4,8.87,19.3,80.3
E02000960,750000,Westminster,Inner,Central,Conservative,7295,16.94,40.79,43.25,43.4,5.11,13.6,87.4
E02000961,485000,Westminster,Inner,Central,Conservative,11851,11.78,35.41,48.21,38.2,6.43,14.3,88.1
E02000962,500000,Westminster,Inner,Central,Conservative,12518,17.72,50.41,39.19,32.5,5.75,13.6,86.7
E02000963,442384,Westminster,Inner,Central,Conservative,21836,9.9,33.35,57.46,23.5,11.59,23.4,83.1
E02000964,317500,Westminster,Inner,Central,Conservative,25164,8.59,39.39,52.19,21.4,10.77,20.9,82.3
E02000965,520000,Westminster,Inner,Central,Conservative,17619,7.01,35.82,50.45,35.8,5.76,13.5,87
E02000966,735000,Westminster,Inner,Central,Conservative,17089,10.08,41.28,47.3,43,4.32,12.5,87.2
E02000967,755000,Westminster,Inner,Central,Conservative,5425,11.3,43.5,37.37,40.2,4.21,11.6,88.6
E02000968,370000,Westminster,Inner,Central,Conservative,24021,11.32,37.65,47.37,17.3,14.08,19.4,81.5
E02000969,360000,Westminster,Inner,Central,Conservative,17466,10.31,35.47,48.05,17.5,11.47,21.1,80.5
E02000970,963000,Westminster,Inner,Central,Conservative,8581,12.56,48.44,41.62,30.8,3.24,12,86.4
E02000971,635000,Westminster,Inner,Central,Conservative,15396,10.81,49.77,39.66,30,4.99,11.8,91.3
E02000972,710000,Westminster,Inner,Central,Conservative,6672,9.47,55.56,44.13,21.9,5.76,14.2,85
E02000973,606500,Westminster,Inner,Central,Conservative,18582,10.13,48.38,47.23,34.9,5.38,13.5,83.6
E02000974,580000,Westminster,Inner,Central,Conservative,12956,11.21,50.71,36.89,33.3,7.52,12.3,85.3
E02000975,736250,Westminster,Inner,Central,Conservative,18437,7.49,49.51,35.22,31.5,4.89,11.2,86.7
E02000976,610000,Westminster,Inner,Central,Conservative,21278,9.24,47.17,33.91,30.7,6.53,12.2,85.7
E02000977,887000,Westminster,Inner,Central,Conservative,3241,11.92,55.58,45.82,25.3,4.77,15.5,87.2
E02000978,2930000,Westminster,Inner,Central,Conservative,2636,13.53,45.05,40.37,46.1,2.65,13.7,93.7
E02000979,877500,Westminster,Inner,Central,Conservative,6020,12.02,48.02,53.62,31.5,6.46,15.7,92.2
E02000980,556000,Westminster,Inner,Central,Conservative,20152,13.46,47.18,55.99,29.7,7.11,16.7,85
E02000981,592500,Westminster,Inner,Central,Conservative,25054,9.91,47.99,57.08,35.7,5.17,12.5,86.9
E02000982,680000,Westminster,Inner,Central,Conservative,13125,13.31,48.23,54.55,24.2,7.22,17.7,92.8
E02000983,535000,Westminster,Inner,Central,Conservative,22924,15.57,50.34,58.69,23.8,6.16,15,86.5
