MSOA,Median_HP,Borough,Inner,Area,Political,Pop_Density,Aged_65Plus,OnePerson_HH,Born_UK,Owned,Unemployed,Obesity,Female_LE
E02000257,340000,Ealing,Outer,West,Labour,6192,11.66,36.51,50.64,41.7,5.23,11.4,84.6
E02000258,420000,Ealing,Outer,West,Labour,6629,10.02,30.66,50.48,45.1,6.76,15.7,85.2
E02000259,333000,Ealing,Outer,West,Labour,4948,10.78,23,60.74,64.1,5.1,13.9,86.7
E02000260,240000,Ealing,Outer,West,Labour,8119,12.01,19.37,39.43,56.9,8.82,18.1,83.6
E02000261,326200,Ealing,Outer,West,Labour,8392,9.65,31.9,46.99,37.9,7.15,18.5,84.6
E02000262,342500,Ealing,Outer,West,Labour,12831,9.56,38.21,51.83,37.1,7.03,14.2,86
E02000263,230000,Ealing,Outer,West,Labour,9589,10.77,17.72,35.95,56.9,9.52,19.7,79.8
E02000264,325475,Ealing,Outer,West,Labour,5634,12.96,31.23,51.75,48.4,4.99,12.1,81.8
E02000265,330500,Ealing,Outer,West,Labour,10784,9.96,36.74,55.98,40.9,7.27,16.4,81.7
E02000266,237500,Ealing,Outer,West,Labour,3174,9.08,24.09,50.75,33.2,13.15,23.1,80.2
E02000267,335000,Ealing,Outer,West,Labour,9328,9.23,32.74,61.61,56,6.11,15.2,85.2
E02000268,469250,Ealing,Outer,West,Labour,6963,11.96,31.35,61.84,51.8,6.65,14,83.6
E02000269,475500,Ealing,Outer,West,Labour,9120,10.93,29.46,65.78,63.5,3.96,12.2,82.7
E02000270,325000,Ealing,Outer,West,Labour,10049,9.94,36.96,49.09,24.6,10.21,19.6,85.4
E02000271,750000,Ealing,Outer,West,Labour,8920,11.83,31.35,64.48,63.4,3.93,11.9,86.1
E02000272,467250,Ealing,Outer,West,Labour,5550,14.28,25.55,65.5,74,4.86,14.1,85.4
E02000274,220000,Ealing,Outer,West,Labour,9008,8.38,15.88,36.68,51.7,10.4,21.6,85.3
E02000275,247500,Ealing,Outer,West,Labour,6219,12.96,23.28,43.83,51.1,10.07,18.6,82.5
E02000276,361150,Ealing,Outer,West,Labour,7971,10.26,29.01,60.8,58.1,3.97,12.6,84
E02006791,427581,Ealing,Outer,West,Labour,9621,9.92,37.42,63.02,51.1,4.81,14.7,83.9
E02000277,220000,Enfield,Outer,North,Labour,6858,12.69,24.67,71.57,67.1,9.16,28.8,81.1
E02000278,209225,Enfield,Outer,North,Labour,6900,12.24,26.85,68.48,46.5,12.02,27.1,80.9
E02000279,207500,Enfield,Outer,North,Labour,4481,6.71,27.13,64.71,46.9,11.63,25.9,81.4
E02000280,284000,Enfield,Outer,North,Labour,542,15.2,28.65,82.18,65.4,6.41,22.3,84.1
E02000281,225000,Enfield,Outer,North,Labour,4629,11.75,29.82,74.78,55.8,9.09,26.3,80.6
E02000282,190250,Enfield,Outer,North,Labour,7235,8.44,28.79,63.95,38.9,13.55,29.5,81.1
E02000283,230000,Enfield,Outer,North,Labour,7395,10.55,18.54,68.02,62.7,10.47,27.9,86.6
E02000284,250000,Enfield,Outer,North,Labour,6446,14.46,32.03,81.91,67.2,6.05,20.1,85.6
E02000285,310000,Enfield,Outer,North,Labour,6672,16.75,22.1,83.6,86.2,5.28,22.8,84.6
E02000286,250000,Enfield,Outer,North,Labour,3993,19.82,39.87,79.49,70.1,4.81,17.5,87.1
E02000287,690000,Enfield,Outer,North,Labour,761,20.98,26.34,71.93,74.3,5.09,16.8,84.6
E02000288,205000,Enfield,Outer,North,Labour,5047,10.64,26.96,59.19,50.3,10.74,24.3,80.9
E02000289,429950,Enfield,Outer,North,Labour,1942,20.58,21.27,76.6,85.1,5.4,19,89
E02000290,156000,Enfield,Outer,North,Labour,1511,7.92,31.27,58.17,33.6,13.19,26.4,83.3
E02000291,219000,Enfield,Outer,North,Labour,7970,14.62,37.32,72.31,55.2,8.09,21.6,82
E02000292,245119,Enfield,Outer,North,Labour,5137,12.02,24.79,72.36,72.3,7.27,24.1,85.5
E02000293,450000,Enfield,Outer,North,Labour,2943,20.87,25.51,79.82,83.8,4.61,19.1,85.8
E02000294,220000,Enfield,Outer,North,Labour,5954,11.75,23.06,58.4,60.6,9.3,25.8,82.4
E02000295,307500,Enfield,Outer,North,Labour,5273,16.24,28.5,69.72,68.1,6.76,17.4,82.7
E02000296,265000,Enfield,Outer,North,Labour,5424,15.18,30.98,62.95,52.7,7.25,17.7,84.2
E02000297,358500,Enfield,Outer,North,Labour,5687,18.08,24.12,74.78,85.3,4.53,22.4,86.2
E02000298,480000,Enfield,Outer,North,Labour,4026,16.35,24.55,76.32,77.6,4.06,17.6,84.3
E02000299,204500,Enfield,Outer,North,Labour,10773,10.58,29.2,53.86,50.3,10.66,27.9,80.5
E02000300,215032.5,Enfield,Outer,North,Labour,10691,9.86,27.99,54.39,54.5,10.41,28.4,81.9
E02000301,187500,Enfield,Outer,North,Labour,5662,9.06,30.87,54.52,38.1,12.75,27.3,81.8
E02000302,335000,Enfield,Outer,North,Labour,5276,14.69,26.61,63.33,68.6,7.23,22.3,84.7
E02000303,233500,Enfield,Outer,North,Labour,6929,9.68,30.45,57.66,38.5,13.34,26.4,81.6
E02000304,485000,Enfield,Outer,North,Labour,4693,16.9,22.6,69.93,77.9,4.5,17,83.4
E02000305,280000,Enfield,Outer,North,Labour,9151,12.29,29.79,65.41,61.9,5.67,16.1,80.7
E02000306,166000,Enfield,Outer,North,Labour,4530,8.33,32.69,52.46,20.9,15.5,29.1,80.6
E02000307,247500,Enfield,Outer,North,Labour,9066,11.4,19.8,53.89,66.5,9.9,25.9,85.7
E02000308,330000,Enfield,Outer,North,Labour,6836,12.74,25.72,56.68,54.2,7.48,19.7,83.8
E02000309,200000,Enfield,Outer,North,Labour,6627,8.22,25.55,50.8,44.7,11.87,28.7,79.7
E02000311,250000,Enfield,Outer,North,Labour,7185,11.43,24.73,52.32,58.5,8.96,23.5,83.7
E02000312,300000,Enfield,Outer,North,Labour,8364,11.19,30.38,55.66,53,6.62,18.2,82.8
E02006793,180500,Enfield,Outer,North,Labour,9301,7.75,29.59,51.35,30.5,13.08,27.1,76
E02000313,164995,Greenwich,Outer,East,Labour,9250,6.7,34.87,63.14,22.7,11.67,25.8,77.9
E02000314,161500,Greenwich,Outer,East,Labour,4342,3.94,24.51,55.7,38.6,10.19,24,77.9
E02000315,162500,Greenwich,Outer,East,Labour,7698,9.93,30.84,67.2,37.6,12.29,25.7,80.1
E02000316,207500,Greenwich,Outer,East,Labour,5906,5.07,40.78,58.24,18.5,8.72,24.4,80.2
E02000317,152400,Greenwich,Outer,East,Labour,13093,7.27,31.47,63.56,19.8,14.24,25.3,79.3
E02000318,171000,Greenwich,Outer,East,Labour,9225,8.44,26.87,49.8,43.5,11.02,24.6,81.8
E02000319,190000,Greenwich,Outer,East,Labour,12132,6.31,29.13,55.25,35.4,11.78,23.1,77
E02000320,184497.5,Greenwich,Outer,East,Labour,4664,8.87,28.41,69.13,53.7,9.25,27.2,82.7
E02000321,197500,Greenwich,Outer,East,Labour,11782,8.62,35.11,61.56,23.6,12.2,27.8,79.6
E02000323,187500,Greenwich,Outer,East,Labour,14376,6.42,32.67,54.24,24,12.59,23.1,80.8
E02000324,249000,Greenwich,Outer,East,Labour,5698,12,31.21,67.2,32.4,9.92,20.5,77.1
E02000326,337250,Greenwich,Outer,East,Labour,9937,9.18,30.56,70.85,50.6,6.59,18.3,82.1
E02000327,181500,Greenwich,Outer,East,Labour,3809,5,30.59,64.41,18.4,12.08,27,85.2
E02000328,375000,Greenwich,Outer,East,Labour,7668,14.9,40.1,75.66,46.8,5.64,15.1,81.5
E02000329,180500,Greenwich,Outer,East,Labour,3546,12.53,27.83,76.81,61.1,8.96,25.3,86.6
E02000331,227500,Greenwich,Outer,East,Labour,8078,11.15,33.13,71.14,43.3,7.71,23.2,81.6
E02000332,237500,Greenwich,Outer,East,Labour,3640,12.96,30.32,75.64,67,7.72,22.2,83.6
E02000333,355000,Greenwich,Outer,East,Labour,4985,15.76,40.1,78.35,53.2,3.92,14.2,82.9
E02000334,245000,Greenwich,Outer,East,Labour,4711,13.04,30.56,74.49,58.6,7.33,21.7,85.4
E02000335,250000,Greenwich,Outer,East,Labour,5102,16.4,26.55,86.43,77.5,5.02,22.3,83.4
E02000337,220000,Greenwich,Outer,East,Labour,5718,12.63,25.98,81.01,46.3,9.29,25.1,80.7
E02000339,283500,Greenwich,Outer,East,Labour,4829,18.23,33.29,85.7,68.6,5.61,18.2,87
E02000340,247000,Greenwich,Outer,East,Labour,1866,21.57,38.09,81.88,67.1,5.8,20.9,84.4
E02000341,187000,Greenwich,Outer,East,Labour,4275,12.65,28.34,79.57,40,10.67,26.2,82.5
E02000342,219000,Greenwich,Outer,East,Labour,4745,11.75,32.14,83.02,50.9,6.76,21.7,84.3
E02000343,239000,Greenwich,Outer,East,Labour,5328,17.06,32.31,83.76,55.6,7.86,25.7,85.4
E02000344,268250,Greenwich,Outer,East,Labour,4883,17.64,26.45,84.97,76.2,5.14,23.7,81.6
E02006786,188000,Greenwich,Outer,East,Labour,5749,9.47,28.66,70.53,52.3,10.66,27.2,82.9
E02006927,283750,Greenwich,Outer,East,Labour,3254,16.11,31.34,74.06,57.6,7.81,22.7,81.6
E02006928,264600,Greenwich,Outer,East,Labour,14438,4.02,36.31,59.56,21.2,8.43,17.7,82.6
E02006929,308750,Greenwich,Outer,East,Labour,3133,8.11,34.98,63.44,30,6.49,18.1,85
E02006930,371000,Greenwich,Outer,East,Labour,7770,8.31,32.75,70.98,44.8,5.26,18.1,85
E02006931,329950,Greenwich,Outer,East,Labour,4728,10.96,35.38,69.78,39.7,5.38,17.7,82.6
E02000345,326475,Hackney,Inner,East,Labour,14875,6.46,27.03,64.37,27.8,9.97,21.9,84.3
E02000346,302500,Hackney,Inner,East,Labour,10412,8.97,36.87,48.65,11.3,13.26,25.9,86.8
E02000347,319950,Hackney,Inner,East,Labour,11798,7.48,30.73,68.51,27.3,9.61,20.6,85.6
E02000348,317500,Hackney,Inner,East,Labour,14700,6.42,31.42,60.59,19.7,12.19,25.2,83.5
E02000350,325000,Hackney,Inner,East,Labour,17176,5.5,31.32,65.26,32.5,7.31,18.5,83.7
E02000351,318997.5,Hackney,Inner,East,Labour,16487,5.83,35.76,60.03,29.3,5.31,16.9,85.2
E02000352,321612.5,Hackney,Inner,East,Labour,9089,8.99,34.88,69.69,31.5,7.06,18.8,82.8
E02000353,575000,Hackney,Inner,East,Labour,14083,6.71,30.33,67.61,41.4,5.78,17.3,83.5
E02000354,290000,Hackney,Inner,East,Labour,12623,7.59,39.03,58.79,21.4,12.43,23.4,79.4
E02000355,390000,Hackney,Inner,East,Labour,13333,8.12,32.56,60.71,38.3,10.5,20.1,78.9
E02000356,467500,Hackney,Inner,East,Labour,18315,6.37,32.51,69.33,40.3,6.36,16,86
E02000357,240500,Hackney,Inner,East,Labour,4231,9.78,36.26,53.02,14,16.53,30.3,84
E02000358,345500,Hackney,Inner,East,Labour,18105,7.37,34.03,59.5,26.9,8.86,23,83.9
E02000359,405000,Hackney,Inner,East,Labour,15319,8.06,28.06,61.54,40.1,10.78,23.5,80.8
E02000360,268250,Hackney,Inner,East,Labour,21129,7.07,35.58,56.25,15.2,12.1,25.6,82.4
E02000361,310500,Hackney,Inner,East,Labour,13248,6.29,38.3,60.25,20.3,10.73,22,83.7
E02000362,249250,Hackney,Inner,East,Labour,4953,8.35,36.1,64.33,22.8,11.71,23.2,77.5
E02000363,227497.5,Hackney,Inner,East,Labour,18447,7.53,34.78,57.72,14.4,16.44,28.4,83.4
E02000364,425000,Hackney,Inner,East,Labour,13760,8.11,35.47,67.85,31,8.75,20,88.9
E02000365,365000,Hackney,Inner,East,Labour,13875,8.31,35.82,61.31,25.8,6.96,20.9,80.7
E02000366,439250,Hackney,Inner,East,Labour,13479,8.97,40,69.79,22.5,10.08,22.3,85.1
E02000367,365000,Hackney,Inner,East,Labour,13687,4.55,31.59,64.14,24.7,7.98,20.9,85.5
E02000368,302500,Hackney,Inner,East,Labour,15166,7.97,36.47,58.79,18.5,12.15,26.9,81.6
E02000369,325000,Hackney,Inner,East,Labour,18328,6.94,35.84,56.86,14.8,10.55,26.7,81.4
E02000370,402500,Hackney,Inner,East,Labour,17385,6.41,38.77,56.03,17.6,11.51,23.9,81.3
E02000371,408273,Hackney,Inner,East,Labour,13007,4.41,40.85,53.08,16.2,7.03,20.4,80.8
E02006918,215000,Hackney,Inner,East,Labour,15504,5.63,35.43,56.42,18.5,13.46,25.4,84.7
E02006921,240000,Hackney,Inner,East,Labour,17383,6.78,35.03,60.87,17,12.98,25.4,84.7
E02000372,320000,Hammersmith and Fulham,Inner,West,Conservative,2610,8.92,37.32,54.28,20.2,9.89,21.9,84.2
E02000373,238749.5,Hammersmith and Fulham,Inner,West,Conservative,16079,8.13,26.51,50.72,14.1,13.55,26.5,82.7
E02000374,495000,Hammersmith and Fulham,Inner,West,Conservative,13302,10.49,28.53,59.17,37.2,7.46,16.3,87.9
E02000375,381000,Hammersmith and Fulham,Inner,West,Conservative,9197,8.62,42.14,53.03,24.1,8.79,17.5,89
E02000376,369475,Hammersmith and Fulham,Inner,West,Conservative,16726,7.31,39.21,53.35,24.5,7.59,17.2,84.1
E02000377,344975,Hammersmith and Fulham,Inner,West,Conservative,18323,8.86,40.08,57.95,30.3,7.73,17.1,85.7
E02000378,345000,Hammersmith and Fulham,Inner,West,Conservative,22012,8.65,43.01,53.47,34.5,6.12,15.6,88.5
E02000379,420000,Hammersmith and Fulham,Inner,West,Conservative,11170,11.01,36.58,60.44,41.8,6.73,14.1,86.5
E02000380,635000,Hammersmith and Fulham,Inner,West,Conservative,16438,9.46,36.26,64.32,42.9,4.67,14.8,92.7
E02000381,522500,Hammersmith and Fulham,Inner,West,Conservative,13942,8.62,38.35,58.1,37.4,5.11,14.3,88.4
E02000382,475000,Hammersmith and Fulham,Inner,West,Conservative,9822,9.56,39,60.3,36.8,7.11,14.9,82.5
E02000383,418500,Hammersmith and Fulham,Inner,West,Conservative,15332,10.56,41.9,45.28,33.5,6.71,14,82.7
E02000384,435000,Hammersmith and Fulham,Inner,West,Conservative,9247,11.49,39.59,57.36,21.7,8.46,17.4,80.7
E02000385,424500,Hammersmith and Fulham,Inner,West,Conservative,15100,6.51,42.34,52.11,35.2,4.24,12.4,85.9
E02000386,342500,Hammersmith and Fulham,Inner,West,Conservative,18373,8.58,37.38,53.99,21.8,9.33,18.1,82.3
E02000387,410000,Hammersmith and Fulham,Inner,West,Conservative,15021,8.85,42.77,55.99,26.3,6.25,17.4,86.9
E02000388,495000,Hammersmith and Fulham,Inner,West,Conservative,15121,10.47,39.55,55.25,30,4.83,13.7,81.4
E02000389,567250,Hammersmith and Fulham,Inner,West,Conservative,13091,11.55,32.85,61.91,50.6,4.02,13.4,85.9
E02000390,667575,Hammersmith and Fulham,Inner,West,Conservative,18071,8.88,35.46,61.24,38,6,14.4,82.2
E02000391,855005.5,Hammersmith and Fulham,Inner,West,Conservative,11418,11.22,38.34,61.06,43.7,5.26,12.3,85.6
E02000392,582582,Hammersmith and Fulham,Inner,West,Conservative,16913,7.5,33.33,59.88,36.3,5.72,13.7,83.2
E02000393,591500,Hammersmith and Fulham,Inner,West,Conservative,16681,8.84,31.58,61.68,49.4,3.88,12.7,86.6
E02000394,599950,Hammersmith and Fulham,Inner,West,Conservative,11772,8.73,38.13,58.79,32.7,6.17,16.4,84
E02000395,702000,Hammersmith and Fulham,Inner,West,Conservative,6061,13.4,37.04,63,52.5,4.06,11.6,88.8
E02000396,550000,Hammersmith and Fulham,Inner,West,Conservative,10434,9.78,30.64,63.7,41,6.07,15.1,84.9
E02000397,245000,Haringey,Inner,North,Labour,14309,8.74,35.28,48.66,34.5,9.62,17.9,83.8
E02000398,164000,Haringey,Inner,North,Labour,6129,7.82,32.84,46.44,24.5,17.39,31.3,82.3
E02000400,356000,Haringey,Inner,North,Labour,5825,9.94,29.53,58.85,42.5,7.54,18.6,80
E02000401,229750,Haringey,Inner,North,Labour,9132,9.09,23.22,57.13,33.2,12.46,27.5,78.2
E02000402,205000,Haringey,Inner,North,Labour,7086,8.02,26.89,53.58,26.4,12.88,26.4,83.2
E02000403,250000,Haringey,Inner,North,Labour,8795,7.94,31.18,44.2,38,7.94,17.5,87.1
E02000404,264500,Haringey,Inner,North,Labour,11721,8.86,26.4,47.45,37.3,9.75,22,81.7
E02000405,401000,Haringey,Inner,North,Labour,3673,10.04,25.18,74.18,68.4,5.18,14.7,84.6
E02000406,257000,Haringey,Inner,North,Labour,15645,8.29,27.39,50.8,32.6,10.04,22.4,82.7
E02000407,190000,Haringey,Inner,North,Labour,14479,8.41,33.15,43.78,28.1,10.44,27,86.4
E02000408,175000,Haringey,Inner,North,Labour,15283,7.87,28,46.18,25.5,13,28.5,80.9
E02000409,276250,Haringey,Inner,North,Labour,9236,9.31,32.73,46.5,26,12.86,27.8,82.3
E02000410,356500,Haringey,Inner,North,Labour,8903,10.6,33.57,72.25,54.5,5.1,13.2,84.5
E02000411,225000,Haringey,Inner,North,Labour,5792,7.15,29.39,46.74,36.7,10.75,28.6,82.3
E02000412,250000,Haringey,Inner,North,Labour,9196,8.44,36.48,45.76,24.1,9.89,20.8,84.8
E02000413,603000,Haringey,Inner,North,Labour,6112,11.42,29.92,74.68,55.9,5.19,14.3,83.6
E02000414,250000,Haringey,Inner,North,Labour,17846,8.32,28.14,45.18,44.7,10.62,24,81.4
E02000415,279050,Haringey,Inner,North,Labour,9920,10.22,31.66,44.32,40.8,8.28,18.3,85
E02000416,319000,Haringey,Inner,North,Labour,12080,9.19,37.6,65.83,33.8,8.83,17.8,81.9
E02000417,435000,Haringey,Inner,North,Labour,6185,11.49,32.75,71.67,52.6,4.65,12.8,83.6
E02000418,480000,Haringey,Inner,North,Labour,7787,12.89,27.7,77.62,68.1,4.58,12.8,88.3
E02000419,323500,Haringey,Inner,North,Labour,13010,7.53,31.69,48.67,36.6,7.76,16.9,85.7
E02000420,238000,Haringey,Inner,North,Labour,12920,8.99,36.2,44.47,31.2,11.35,24.1,82.1
E02000421,196250,Haringey,Inner,North,Labour,9204,8.01,34.92,45.62,22.2,11.27,25.8,80.6
E02000422,247500,Haringey,Inner,North,Labour,14671,8.24,31.17,44.46,33.1,10.6,25.2,81.5
E02000423,277500,Haringey,Inner,North,Labour,12459,8.51,27.23,46.28,43.1,7.28,18.8,83.9
E02000424,360000,Haringey,Inner,North,Labour,10886,7.28,33.03,70.05,46.6,7.41,15.2,85.1
E02000425,242497.5,Haringey,Inner,North,Labour,13450,6.89,24.29,56.01,36.6,7.93,21.9,82.7
E02000426,467500,Haringey,Inner,North,Labour,3001,15.44,32.27,67.91,52.7,3.88,13.5,84.9
E02000427,339550,Haringey,Inner,North,Labour,6488,7.39,32.48,52.39,38.3,6.77,16.6,82.1
E02000428,245500,Haringey,Inner,North,Labour,12174,8.1,33.54,46.61,27.1,10.46,25,82.8
E02000429,439000,Haringey,Inner,North,Labour,7045,11.39,38.01,69.32,56.4,4.26,12,84.5
E02000430,375000,Haringey,Inner,North,Labour,11362,7,37.29,71.83,44.1,4.91,13.2,84.6
E02000431,387500,Haringey,Inner,North,Labour,10949,10.11,36.58,67.94,48,3.87,11.8,87.7
E02000432,349950,Haringey,Inner,North,Labour,12092,7.13,33.83,66.38,38.9,6.13,16.3,81.9
E02006794,199950,Haringey,Inner,North,Labour,10711,8.08,34.83,46.54,16.9,15.22,28,82.7
E02000433,375000,Harrow,Outer,West,Labour,1231,26.76,32.64,65.52,67.1,4.15,16.7,87.5
E02000434,340000,Harrow,Outer,West,Labour,4499,17.19,24.67,58.19,68.3,5.36,17.6,85
E02000435,331000,Harrow,Outer,West,Labour,4193,18.81,24.45,64.4,62.5,6.74,20.3,82.4
E02000436,495000,Harrow,Outer,West,Labour,1222,22.87,19.52,67.64,87.6,3.52,16.9,86.3
E02000437,325000,Harrow,Outer,West,Labour,6221,17.42,24.63,63.1,72.6,6.19,21.4,85.1
E02000438,261250,Harrow,Outer,West,Labour,4560,17.41,26.99,65.41,59.6,8.4,19.3,82.5
E02000439,305000,Harrow,Outer,West,Labour,7854,12.32,21.32,44.39,62.4,7.47,19.9,86.9
E02000440,370000,Harrow,Outer,West,Labour,6423,13.84,14.93,58.34,80.9,5.52,19.4,84.7
E02000441,307500,Harrow,Outer,West,Labour,2945,19.07,29.29,65.49,64.4,6.04,18.8,86.7
E02000442,291500,Harrow,Outer,West,Labour,7747,10.27,12.6,40.86,68.9,6.53,21.8,83.2
E02000443,250000,Harrow,Outer,West,Labour,9754,11.08,23.85,52.1,54.5,9.17,22.1,81.1
E02000444,335000,Harrow,Outer,West,Labour,7911,12.66,17.19,47.13,71.4,6.33,20.3,84.5
E02000445,246950,Harrow,Outer,West,Labour,8330,10.5,23.37,49.67,53,8.72,21.7,82.4
E02000447,365000,Harrow,Outer,West,Labour,3298,15.12,18.87,61.86,73.8,6.17,18.3,84.5
E02000448,470000,Harrow,Outer,West,Labour,3938,20.43,28.39,72.62,74.7,4.19,15.4,87.2
E02000449,305000,Harrow,Outer,West,Labour,9154,11.85,17.58,42.57,57.9,7.31,22.1,85.3
E02000451,377000,Harrow,Outer,West,Labour,4133,17.52,20.59,61.82,82.8,4.33,16.8,85.2
E02000452,227000,Harrow,Outer,West,Labour,7358,8.91,25.34,47.92,48.9,6.85,16.6,82.6
E02000453,226500,Harrow,Outer,West,Labour,7467,11.76,24.64,54.49,62.7,5.67,16.7,87.1
E02000454,448975,Harrow,Outer,West,Labour,4518,16.95,18.2,70.26,86.9,4.27,16.9,88.7
E02000455,250000,Harrow,Outer,West,Labour,6612,12.27,29.98,47.95,45.3,6.61,17,82.8
E02000456,310000,Harrow,Outer,West,Labour,7633,12.56,22.49,56.58,63.2,5.89,16.9,82.8
E02000457,351500,Harrow,Outer,West,Labour,5462,17.08,18.59,58.76,75.3,5.62,18.3,86.9
E02000459,205000,Harrow,Outer,West,Labour,7105,11.2,28.49,49.22,48.5,7.54,18.8,84.3
E02000460,232500,Harrow,Outer,West,Labour,7706,9.39,20.92,52.49,47.7,8.51,22.7,85.9
E02000461,319950,Harrow,Outer,West,Labour,2690,10.9,30.83,59.65,55.7,4.79,15,85.4
E02000462,252500,Harrow,Outer,West,Labour,6764,13.21,22.13,48.37,64.4,7.13,20.3,84.1
E02000463,260750,Harrow,Outer,West,Labour,9164,10.31,19.3,55.27,60,7.88,24.4,84.8
E02006795,299975,Harrow,Outer,West,Labour,8441,12.77,17.01,49.3,72.9,5.79,19.8,85.3
E02006882,347000,Harrow,Outer,West,Labour,6707,14.59,13.84,47.6,76.7,6.04,20.7,82.9
E02000464,180000,Havering,Outer,East,Conservative,1116,18.14,32.19,91.09,59.7,9.41,28.8,78.7
E02000465,178000,Havering,Outer,East,Conservative,2884,13.01,33.26,89.75,52.2,10.05,30.1,85.2
E02000466,200000,Havering,Outer,East,Conservative,1330,16.05,26.09,90.89,66.3,7.81,29.8,80.5
E02000467,155000,Havering,Outer,East,Conservative,7234,11.75,38,86.52,39.6,13.43,30.4,81.7
E02000468,207500,Havering,Outer,East,Conservative,1954,18.58,26.65,90.75,77.2,6.59,28.6,82.6
E02000469,172000,Havering,Outer,East,Conservative,3845,16.08,31.61,86.17,57.6,9.83,31.1,82.4
E02000470,235000,Havering,Outer,East,Conservative,1171,21.13,31.78,91.16,78.9,5.39,24.7,85.5
E02000471,271000,Havering,Outer,East,Conservative,3483,23.61,22.49,93.66,93.2,4.35,28.2,84.8
E02000472,231000,Havering,Outer,East,Conservative,5873,17.84,25.03,91.57,82.4,5.1,29.9,83.5
E02000473,245000,Havering,Outer,East,Conservative,3382,18.05,26.22,91.75,83.8,3.99,26.4,83.8
E02000474,195000,Havering,Outer,East,Conservative,3845,17.11,30.59,89.06,69.6,6.75,26.4,82.9
E02000475,250000,Havering,Outer,East,Conservative,3290,19.24,30.36,89.84,73.3,4.57,23.7,83.4
E02000476,170000,Havering,Outer,East,Conservative,5559,13.8,42.03,79.82,44.2,7.97,24.3,82.9
E02000477,250000,Havering,Outer,East,Conservative,5383,18.62,24.4,92.97,87,3.9,26.8,83.2
E02000478,465000,Havering,Outer,East,Conservative,2371,24.79,20.83,84.06,89.9,3.36,23.5,83.9
E02000479,214250,Havering,Outer,East,Conservative,6071,12.94,35.28,84.8,65.8,7.02,27.3,83.1
E02000480,170000,Havering,Outer,East,Conservative,3015,13.11,27.04,81.29,68.4,7.42,27.6,79.7
E02000481,250000,Havering,Outer,East,Conservative,640,25.71,29.87,94.24,84.5,4.76,25.6,81.3
E02000482,343000,Havering,Outer,East,Conservative,2259,24.43,25.29,93.57,92.3,2.69,22.4,86.7
E02000483,240000,Havering,Outer,East,Conservative,4763,21.97,35.93,92.76,68.1,5.74,26.2,82.8
E02000484,236500,Havering,Outer,East,Conservative,4459,16.43,24.84,92.43,84.5,5.12,27.9,85.6
E02000485,250000,Havering,Outer,East,Conservative,3866,19.33,29.6,91.01,80.3,4.86,25.2,84.9
E02000486,223000,Havering,Outer,East,Conservative,5773,20.81,27.87,91.2,84,4.64,27.9,82.9
E02000487,415000,Havering,Outer,East,Conservative,606,23.19,19.87,95.61,94.7,3.46,22.7,83.8
E02000488,249950,Havering,Outer,East,Conservative,4046,20.15,23.63,93.68,91.7,4.3,28.2,86
E02000489,215000,Havering,Outer,East,Conservative,3057,18.02,27.1,87.71,73.2,6.91,28.9,83.8
E02000490,205000,Havering,Outer,East,Conservative,3834,21.08,27.11,90.79,78.9,6.07,29.2,83.1
E02000491,190000,Havering,Outer,East,Conservative,1852,16.42,31.14,86.98,63.7,9.27,30.1,80.3
E02000492,227500,Havering,Outer,East,Conservative,447,23.46,25.95,92.75,87.8,4.64,28.6,84.1
E02000493,180000,Havering,Outer,East,Conservative,4869,12.81,27.88,85.46,65.5,8.97,29.3,83.2
E02000494,447500,Hillingdon,Outer,West,Conservative,1200,22.24,29.28,66.92,70.2,3.94,15.9,86.9
E02000495,315000,Hillingdon,Outer,West,Conservative,3554,18.36,34.63,69.86,61.2,5.37,18.1,83.9
